Job Classification,Age (bin),Balance (bin),Gender,Region,Age,Balance
White Collar,31,10K,Female,England,31,10512.25
White Collar,31,20K,Female,England,31,24845.43
White Collar,31,180K,Female,England,31,183467.7
White Collar,31,0K,Female,England,31,4930.82
White Collar,31,25K,Female,England,31,27031.96
White Collar,31,90K,Female,England,31,92983.44
White Collar,31,15K,Female,England,31,16392.78
White Collar,31,20K,Female,England,31,20953.3
White Collar,31,55K,Female,England,31,59263.01
White Collar,31,70K,Female,England,31,70153.14
White Collar,31,40K,Female,England,31,40138.75
White Collar,31,110K,Female,England,31,113868.94
White Collar,31,85K,Female,England,31,87684.33
White Collar,31,45K,Female,England,31,45730.02
White Collar,31,5K,Female,England,31,5062.51
White Collar,31,30K,Female,England,31,34720.54
White Collar,31,25K,Female,England,31,25012.17
White Collar,31,0K,Female,England,31,1447.65
White Collar,31,45K,Female,England,31,47381.87
White Collar,32,65K,Female,England,32,68573.19
White Collar,32,15K,Female,England,32,19995.78
White Collar,32,30K,Female,England,32,32135.05
White Collar,32,70K,Female,England,32,74633.22
White Collar,32,55K,Female,England,32,55749.19
White Collar,32,15K,Female,England,32,17090.17
White Collar,32,45K,Female,England,32,47291.75
White Collar,32,65K,Female,England,32,68085.45
White Collar,32,85K,Female,England,32,89329.33
White Collar,32,25K,Female,England,32,26094.22
White Collar,32,80K,Female,England,32,82104.77
White Collar,32,50K,Female,England,32,51475.16
White Collar,32,40K,Female,England,32,44646.75
White Collar,32,50K,Female,England,32,50282.25
White Collar,32,5K,Female,England,32,5709.07
White Collar,32,5K,Female,England,32,6968.37
White Collar,32,35K,Female,England,32,35888.1
White Collar,32,30K,Female,England,32,31675.17
White Collar,32,5K,Female,England,32,5369.67
White Collar,32,95K,Female,England,32,98044.81
White Collar,32,70K,Female,England,32,72066.5
White Collar,32,50K,Female,England,32,53274.83
White Collar,32,15K,Female,England,32,17715.69
White Collar,32,10K,Female,England,32,13100.46
White Collar,32,75K,Female,England,32,79292.15
White Collar,32,85K,Female,England,32,86890.77
White Collar,32,55K,Female,England,32,55945.74
White Collar,32,50K,Female,England,32,50111.16
White Collar,32,30K,Female,England,32,31476.35
White Collar,32,25K,Female,England,32,27424.78
White Collar,32,25K,Female,England,32,26231.03
White Collar,32,25K,Female,England,32,25464.76
White Collar,32,35K,Female,England,32,37281.32
White Collar,32,50K,Female,England,32,52248.29
White Collar,32,70K,Female,England,32,70324.5
White Collar,32,60K,Female,England,32,64135.72
White Collar,32,25K,Female,England,32,27985.76
White Collar,32,5K,Female,England,32,9287.63
White Collar,32,30K,Female,England,32,30225.62
White Collar,32,30K,Female,England,32,33535.24
White Collar,33,35K,Female,England,33,36425.21
White Collar,33,35K,Female,England,33,36017.49
White Collar,33,15K,Female,England,33,15241.21
White Collar,33,60K,Female,England,33,60116.4
White Collar,33,30K,Female,England,33,31896.91
White Collar,33,10K,Female,England,33,14121.7
White Collar,33,80K,Female,England,33,84064.01
White Collar,33,60K,Female,England,33,64582.89
White Collar,33,15K,Female,England,33,19092.99
White Collar,33,45K,Female,England,33,46035.81
White Collar,33,10K,Female,England,33,12547.19
White Collar,33,15K,Female,England,33,16867.36
White Collar,33,10K,Female,England,33,14301.43
White Collar,33,0K,Female,England,33,4884.67
White Collar,33,20K,Female,England,33,21875.7
White Collar,33,10K,Female,England,33,12357.62
White Collar,33,75K,Female,England,33,76455.17
White Collar,33,85K,Female,England,33,88647.1
White Collar,33,0K,Female,England,33,4575
White Collar,33,30K,Female,England,33,30454.03
White Collar,33,45K,Female,England,33,48715.23
White Collar,33,30K,Female,England,33,34728.83
White Collar,33,35K,Female,England,33,37520.39
White Collar,33,20K,Female,England,33,23875.68
White Collar,33,20K,Female,England,33,20517.2
White Collar,33,30K,Female,England,33,30045.02
White Collar,33,65K,Female,England,33,68170.2
White Collar,33,85K,Female,England,33,85325.26
White Collar,33,5K,Female,England,33,9113.19
White Collar,33,40K,Female,England,33,41722.55
White Collar,34,20K,Female,England,34,22701.72
White Collar,34,20K,Female,England,34,24006.93
White Collar,34,0K,Female,England,34,4056.75
White Collar,34,20K,Female,England,34,21706.73
White Collar,34,20K,Female,England,34,24827.57
White Collar,34,60K,Female,England,34,63677.23
White Collar,34,75K,Female,England,34,77383.45
White Collar,34,50K,Female,England,34,51621.8
White Collar,34,70K,Female,England,34,74987.04
White Collar,34,25K,Female,England,34,29587.31
White Collar,34,25K,Female,England,34,26768.44
White Collar,34,0K,Female,England,34,4300.94
White Collar,34,45K,Female,England,34,48696.83
White Collar,34,40K,Female,England,34,44066.67
White Collar,34,105K,Female,England,34,107351.49
White Collar,34,140K,Female,England,34,143879.62
White Collar,34,5K,Female,England,34,9286.99
White Collar,34,95K,Female,England,34,95423
White Collar,34,130K,Female,England,34,131464.91
White Collar,34,40K,Female,England,34,41588.81
White Collar,34,30K,Female,England,34,30002.9
White Collar,34,125K,Female,England,34,125101.37
White Collar,34,5K,Female,England,34,5871.86
White Collar,34,15K,Female,England,34,18856.08
White Collar,34,145K,Female,England,34,149684.4
White Collar,34,50K,Female,England,34,52702.58
White Collar,34,0K,Female,England,34,3682.9
White Collar,34,10K,Female,England,34,10594.11
White Collar,34,60K,Female,England,34,60071.77
White Collar,34,15K,Female,England,34,17928.42
White Collar,34,5K,Female,England,34,7520
White Collar,34,60K,Female,England,34,61576
White Collar,35,0K,Female,England,35,2120.44
White Collar,35,25K,Female,England,35,26366.52
White Collar,35,5K,Female,England,35,5603.29
White Collar,35,25K,Female,England,35,28148.92
White Collar,35,5K,Female,England,35,9096.77
White Collar,35,25K,Female,England,35,26111.44
White Collar,35,10K,Female,England,35,14125.9
White Collar,35,0K,Female,England,35,4750.24
White Collar,35,10K,Female,England,35,10708.34
White Collar,35,0K,Female,England,35,1827.85
White Collar,35,30K,Female,England,35,31376.37
White Collar,35,15K,Female,England,35,17322.36
White Collar,35,25K,Female,England,35,29531.43
White Collar,35,5K,Female,England,35,5247.83
White Collar,35,30K,Female,England,35,31392.78
White Collar,35,120K,Female,England,35,123357.17
White Collar,35,45K,Female,England,35,45139.58
White Collar,35,15K,Female,England,35,19857.59
White Collar,35,15K,Female,England,35,16080.85
White Collar,35,30K,Female,England,35,34046.5
White Collar,35,40K,Female,England,35,43139.15
White Collar,35,50K,Female,England,35,53799.34
White Collar,35,5K,Female,England,35,8196.9
White Collar,35,5K,Female,England,35,6556.67
White Collar,35,10K,Female,England,35,14505.16
White Collar,35,10K,Female,England,35,11634.97
White Collar,35,20K,Female,England,35,20637.25
White Collar,35,25K,Female,England,35,28974.08
White Collar,35,20K,Female,England,35,23238.28
White Collar,35,10K,Female,England,35,10247.99
White Collar,35,60K,Female,England,35,64757.52
White Collar,35,45K,Female,England,35,46370.97
White Collar,35,20K,Female,England,35,21508.14
White Collar,35,40K,Female,England,35,44622.79
White Collar,36,55K,Female,England,36,57272.58
White Collar,36,30K,Female,England,36,34618.76
White Collar,36,40K,Female,England,36,40233.57
White Collar,36,45K,Female,England,36,47392.56
White Collar,36,25K,Female,England,36,29876.68
White Collar,36,5K,Female,England,36,7039.42
White Collar,36,50K,Female,England,36,50507.35
White Collar,36,60K,Female,England,36,64555.12
White Collar,36,45K,Female,England,36,47360.38
White Collar,36,25K,Female,England,36,28128.35
White Collar,36,20K,Female,England,36,20254.46
White Collar,36,45K,Female,England,36,47422.55
White Collar,36,45K,Female,England,36,47211.31
White Collar,36,0K,Female,England,36,2566.77
White Collar,36,0K,Female,England,36,625.07
White Collar,36,95K,Female,England,36,98682.44
White Collar,36,80K,Female,England,36,84693.18
White Collar,36,45K,Female,England,36,49717.13
White Collar,36,50K,Female,England,36,51614.58
White Collar,36,0K,Female,England,36,3108.56
White Collar,36,0K,Female,England,36,4867.07
White Collar,36,20K,Female,England,36,23749.79
White Collar,36,45K,Female,England,36,48661.99
White Collar,36,20K,Female,England,36,23052.1
White Collar,36,140K,Female,England,36,143447.15
White Collar,36,70K,Female,England,36,72042.13
White Collar,36,25K,Female,England,36,27081.12
White Collar,36,110K,Female,England,36,111371.69
White Collar,36,75K,Female,England,36,77553.79
White Collar,36,40K,Female,England,36,41867.19
White Collar,36,5K,Female,England,36,9356.5
White Collar,36,15K,Female,England,36,15805.36
White Collar,36,65K,Female,England,36,66084.12
White Collar,36,30K,Female,England,36,30604.28
White Collar,36,50K,Female,England,36,50523.67
White Collar,36,55K,Female,England,36,59611.33
White Collar,36,10K,Female,England,36,14544.43
White Collar,36,60K,Female,England,36,61324.68
White Collar,36,35K,Female,England,36,37684.71
White Collar,36,5K,Female,England,36,8942.95
White Collar,36,30K,Female,England,36,33197.49
White Collar,36,20K,Female,England,36,24177.3
White Collar,36,50K,Female,England,36,52050.39
White Collar,36,125K,Female,England,36,125690.43
White Collar,37,45K,Female,England,37,49587.2
White Collar,37,5K,Female,England,37,6845.33
White Collar,37,25K,Female,England,37,27784.27
White Collar,37,10K,Female,England,37,12504.73
White Collar,37,5K,Female,England,37,7467.05
White Collar,37,30K,Female,England,37,32132.56
White Collar,37,30K,Female,England,37,31117.71
White Collar,37,30K,Female,England,37,30894.09
White Collar,37,25K,Female,England,37,26052.24
White Collar,37,30K,Female,England,37,32122.47
White Collar,37,5K,Female,England,37,6110.25
White Collar,37,0K,Female,England,37,4909.99
White Collar,37,50K,Female,England,37,51295.71
White Collar,37,120K,Female,England,37,122248.3
White Collar,37,10K,Female,England,37,14610.17
White Collar,37,25K,Female,England,37,27959.65
White Collar,37,95K,Female,England,37,97665.32
White Collar,37,60K,Female,England,37,60167.62
White Collar,37,35K,Female,England,37,39673.84
White Collar,37,45K,Female,England,37,47072.67
White Collar,37,35K,Female,England,37,36318.15
White Collar,37,5K,Female,England,37,7355.25
White Collar,37,0K,Female,England,37,2317.41
White Collar,37,40K,Female,England,37,44335.18
White Collar,37,40K,Female,England,37,42737.83
White Collar,37,25K,Female,England,37,25191.07
White Collar,37,45K,Female,England,37,47843.83
White Collar,37,80K,Female,England,37,81383.21
White Collar,37,30K,Female,England,37,31435.65
White Collar,38,45K,Female,England,38,49606.03
White Collar,38,5K,Female,England,38,5053.64
White Collar,38,95K,Female,England,38,95608.2
White Collar,38,25K,Female,England,38,25195.87
White Collar,38,0K,Female,England,38,2845.03
White Collar,38,5K,Female,England,38,5852.82
White Collar,38,65K,Female,England,38,66093.41
White Collar,38,95K,Female,England,38,96144.95
White Collar,38,5K,Female,England,38,9071.71
White Collar,38,50K,Female,England,38,54755.3
White Collar,38,20K,Female,England,38,22690.73
White Collar,38,80K,Female,England,38,81724.65
White Collar,38,35K,Female,England,38,35992.01
White Collar,38,85K,Female,England,38,89126.12
White Collar,38,45K,Female,England,38,49490.42
White Collar,38,30K,Female,England,38,31921.61
White Collar,38,25K,Female,England,38,25016.8
White Collar,38,0K,Female,England,38,11.52
White Collar,38,35K,Female,England,38,37866.52
White Collar,38,5K,Female,England,38,8080.08
White Collar,38,20K,Female,England,38,23666.54
White Collar,38,35K,Female,England,38,39171.72
White Collar,38,0K,Female,England,38,1768.41
White Collar,38,30K,Female,England,38,33589.65
White Collar,38,20K,Female,England,38,24834.61
White Collar,38,15K,Female,England,38,18578.98
White Collar,38,30K,Female,England,38,30701.78
White Collar,38,0K,Female,England,38,3876.27
White Collar,38,20K,Female,England,38,24729.58
White Collar,38,40K,Female,England,38,42816.16
White Collar,38,50K,Female,England,38,51616.07
White Collar,38,30K,Female,England,38,34385.32
White Collar,38,65K,Female,England,38,67842.28
White Collar,39,30K,Female,England,39,33703.11
White Collar,39,70K,Female,England,39,73238.04
White Collar,39,15K,Female,England,39,16956
White Collar,39,70K,Female,England,39,74240.48
White Collar,39,20K,Female,England,39,22844.3
White Collar,39,5K,Female,England,39,6861.44
White Collar,39,40K,Female,England,39,43546.78
White Collar,39,115K,Female,England,39,118110.62
White Collar,39,5K,Female,England,39,5133.32
White Collar,39,40K,Female,England,39,44286.24
White Collar,39,15K,Female,England,39,19383.54
White Collar,39,60K,Female,England,39,62902.54
White Collar,39,105K,Female,England,39,105339.9
White Collar,39,5K,Female,England,39,6904.7
White Collar,39,65K,Female,England,39,68694.44
White Collar,39,10K,Female,England,39,12748.71
White Collar,39,110K,Female,England,39,112000.36
White Collar,39,25K,Female,England,39,27715.6
White Collar,39,75K,Female,England,39,76736.41
White Collar,39,0K,Female,England,39,4157.79
White Collar,39,45K,Female,England,39,45969.7
White Collar,39,40K,Female,England,39,40554.67
White Collar,39,40K,Female,England,39,44607.05
White Collar,40,55K,Female,England,40,55409.56
White Collar,40,30K,Female,England,40,30815.39
White Collar,40,50K,Female,England,40,50651.68
White Collar,40,30K,Female,England,40,32141.32
White Collar,40,30K,Female,England,40,31436.85
White Collar,40,45K,Female,England,40,47276.63
White Collar,40,85K,Female,England,40,85043.83
White Collar,40,60K,Female,England,40,61414.37
White Collar,40,10K,Female,England,40,10266.95
White Collar,40,50K,Female,England,40,50283.03
White Collar,40,0K,Female,England,40,704.83
White Collar,40,5K,Female,England,40,7551.16
White Collar,40,45K,Female,England,40,48099.01
White Collar,40,0K,Female,England,40,2619.62
White Collar,40,15K,Female,England,40,17546.36
White Collar,40,50K,Female,England,40,52735.66
White Collar,40,15K,Female,England,40,18739.17
White Collar,40,60K,Female,England,40,62802.4
White Collar,40,5K,Female,England,40,5585.36
White Collar,40,70K,Female,England,40,71908.74
White Collar,40,0K,Female,England,40,1949.08
White Collar,40,70K,Female,England,40,72020.25
White Collar,40,20K,Female,England,40,21945.27
White Collar,40,30K,Female,England,40,32051.33
White Collar,41,35K,Female,England,41,36174.14
White Collar,41,0K,Female,England,41,916.89
White Collar,41,20K,Female,England,41,20793.41
White Collar,41,80K,Female,England,41,81089.55
White Collar,41,20K,Female,England,41,23182.6
White Collar,41,5K,Female,England,41,8082.88
White Collar,41,80K,Female,England,41,83616.58
White Collar,41,40K,Female,England,41,40523.18
White Collar,41,20K,Female,England,41,20040.94
White Collar,41,15K,Female,England,41,18745.42
White Collar,41,80K,Female,England,41,82862.85
White Collar,41,35K,Female,England,41,38019.49
White Collar,41,55K,Female,England,41,58683.04
White Collar,41,25K,Female,England,41,28579.64
White Collar,41,20K,Female,England,41,24927.19
White Collar,41,5K,Female,England,41,7598.49
White Collar,41,120K,Female,England,41,121591.95
White Collar,41,0K,Female,England,41,4477.36
White Collar,41,60K,Female,England,41,60069.88
White Collar,41,40K,Female,England,41,42914.08
White Collar,42,5K,Female,England,42,5252.57
White Collar,42,20K,Female,England,42,24501
White Collar,42,25K,Female,England,42,25158.08
White Collar,42,10K,Female,England,42,14989.3
White Collar,42,45K,Female,England,42,45276.8
White Collar,42,25K,Female,England,42,29129.11
White Collar,42,55K,Female,England,42,55193.59
White Collar,42,85K,Female,England,42,85695.41
White Collar,42,70K,Female,England,42,73121.32
White Collar,42,85K,Female,England,42,85207.93
White Collar,42,95K,Female,England,42,96844.75
White Collar,42,15K,Female,England,42,17631.94
White Collar,42,20K,Female,England,42,22087.64
White Collar,42,15K,Female,England,42,15389.73
White Collar,42,70K,Female,England,42,72596.02
White Collar,42,30K,Female,England,42,33307.35
White Collar,42,30K,Female,England,42,31581.7
White Collar,43,40K,Female,England,43,42972.72
White Collar,43,15K,Female,England,43,16111.39
White Collar,43,35K,Female,England,43,36694.01
White Collar,43,20K,Female,England,43,23251.07
White Collar,43,10K,Female,England,43,14523.72
White Collar,43,105K,Female,England,43,106071.02
White Collar,43,25K,Female,England,43,27287.49
White Collar,43,55K,Female,England,43,57739.46
White Collar,43,0K,Female,England,43,114.69
White Collar,43,25K,Female,England,43,26737.79
White Collar,43,10K,Female,England,43,10959.59
White Collar,43,5K,Female,England,43,7835.46
White Collar,43,55K,Female,England,43,55352.18
White Collar,44,25K,Female,England,44,27520.61
White Collar,44,5K,Female,England,44,9777.9
White Collar,44,0K,Female,England,44,1607.63
White Collar,44,5K,Female,England,44,9209.02
White Collar,44,45K,Female,England,44,46153.29
White Collar,44,45K,Female,England,44,49219.74
White Collar,44,5K,Female,England,44,5032.09
White Collar,44,20K,Female,England,44,24243.83
White Collar,45,80K,Female,England,45,81370.16
White Collar,45,20K,Female,England,45,20228.5
White Collar,45,0K,Female,England,45,1439.15
White Collar,45,55K,Female,England,45,59349.16
White Collar,45,40K,Female,England,45,41909.74
White Collar,45,0K,Female,England,45,1320.93
White Collar,45,120K,Female,England,45,123159.76
White Collar,45,55K,Female,England,45,57797.68
White Collar,45,65K,Female,England,45,69805.45
White Collar,45,50K,Female,England,45,53536.19
White Collar,45,25K,Female,England,45,27955.59
White Collar,45,20K,Female,England,45,21695.26
White Collar,45,100K,Female,England,45,101994.01
White Collar,46,5K,Female,England,46,7003.01
White Collar,46,65K,Female,England,46,67009.53
White Collar,46,25K,Female,England,46,26572.57
White Collar,46,45K,Female,England,46,45737.65
White Collar,46,110K,Female,England,46,112571.21
White Collar,46,30K,Female,England,46,33779.41
White Collar,46,55K,Female,England,46,59642.17
White Collar,47,75K,Female,England,47,75332.4
White Collar,47,15K,Female,England,47,18860.64
White Collar,47,5K,Female,England,47,9244.66
White Collar,47,60K,Female,England,47,64712.17
White Collar,47,75K,Female,England,47,78150.39
White Collar,47,0K,Female,England,47,2741.32
White Collar,47,85K,Female,England,47,86222.34
White Collar,48,35K,Female,England,48,35410.35
White Collar,48,45K,Female,England,48,45166.76
White Collar,48,25K,Female,England,48,29774.99
White Collar,49,65K,Female,England,49,68026.14
White Collar,49,70K,Female,England,49,72613.54
White Collar,49,30K,Female,England,49,34393.8
White Collar,49,90K,Female,England,49,92941.82
White Collar,49,0K,Female,England,49,1602.81
White Collar,49,45K,Female,England,49,48099.69
White Collar,49,30K,Female,England,49,34375.08
White Collar,50,25K,Female,England,50,26280.36
White Collar,50,50K,Female,England,50,50609.43
White Collar,50,15K,Female,England,50,16041.11
White Collar,51,55K,Female,England,51,58655.75
White Collar,51,80K,Female,England,51,80925.56
White Collar,51,75K,Female,England,51,79715.05
White Collar,52,55K,Female,England,52,55559.45
White Collar,54,20K,Female,England,54,21593.57
White Collar,54,20K,Female,England,54,24265.54
White Collar,55,20K,Female,England,55,22099.59
White Collar,56,0K,Female,England,56,997.01
White Collar,56,45K,Female,England,56,47447.17
White Collar,61,25K,Female,England,61,25267.28
White Collar,15,10K,Female,Northern Ireland,15,12548.21
White Collar,18,30K,Female,Northern Ireland,18,34075.29
White Collar,23,25K,Female,Northern Ireland,23,27314.43
White Collar,24,15K,Female,Northern Ireland,24,17347.52
White Collar,27,30K,Female,Northern Ireland,27,31618.56
White Collar,27,60K,Female,Northern Ireland,27,64714.44
White Collar,27,50K,Female,Northern Ireland,27,50798.78
White Collar,31,20K,Female,Northern Ireland,31,20101.47
White Collar,31,45K,Female,Northern Ireland,31,48247.85
White Collar,31,60K,Female,Northern Ireland,31,60850.03
White Collar,32,40K,Female,Northern Ireland,32,43325.65
White Collar,32,45K,Female,Northern Ireland,32,45259.78
White Collar,34,85K,Female,Northern Ireland,34,87664.15
White Collar,36,35K,Female,Northern Ireland,36,37892.43
White Collar,37,10K,Female,Northern Ireland,37,13937.18
White Collar,37,20K,Female,Northern Ireland,37,21823.82
White Collar,39,75K,Female,Northern Ireland,39,76608.6
White Collar,40,5K,Female,Northern Ireland,40,6540.58
White Collar,40,40K,Female,Northern Ireland,40,40064.67
White Collar,41,55K,Female,Northern Ireland,41,57177.94
White Collar,61,0K,Female,Northern Ireland,61,4387.05
White Collar,33,0K,Female,Scotland,33,422.94
White Collar,41,0K,Female,Scotland,41,4833.02
White Collar,44,35K,Female,Scotland,44,36903.95
White Collar,45,40K,Female,Scotland,45,42756.92
White Collar,46,10K,Female,Scotland,46,10394.28
White Collar,47,15K,Female,Scotland,47,15352.66
White Collar,47,25K,Female,Scotland,47,29046.07
White Collar,49,60K,Female,Scotland,49,64721.73
White Collar,49,0K,Female,Scotland,49,2994.25
White Collar,49,35K,Female,Scotland,49,39552.66
White Collar,50,35K,Female,Scotland,50,39460.72
White Collar,53,5K,Female,Scotland,53,8313.3
White Collar,53,15K,Female,Scotland,53,19634.21
White Collar,54,20K,Female,Scotland,54,21953.02
White Collar,54,15K,Female,Scotland,54,16332.53
White Collar,55,65K,Female,Scotland,55,67876.94
White Collar,56,30K,Female,Scotland,56,33748.33
White Collar,57,80K,Female,Scotland,57,83992.09
White Collar,57,25K,Female,Scotland,57,26794.48
White Collar,57,30K,Female,Scotland,57,34948.54
White Collar,58,20K,Female,Scotland,58,22024
White Collar,59,25K,Female,Scotland,59,28221.97
White Collar,18,35K,Female,Wales,18,38462.35
White Collar,18,5K,Female,Wales,18,5557.32
White Collar,19,15K,Female,Wales,19,15278.22
White Collar,20,30K,Female,Wales,20,32823.6
White Collar,20,65K,Female,Wales,20,68569.21
White Collar,21,45K,Female,Wales,21,45899.62
White Collar,22,60K,Female,Wales,22,63942.65
White Collar,23,65K,Female,Wales,23,65640.07
White Collar,24,15K,Female,Wales,24,17649.52
White Collar,24,55K,Female,Wales,24,55926.46
White Collar,25,40K,Female,Wales,25,40535.16
White Collar,25,10K,Female,Wales,25,14632.29
White Collar,25,70K,Female,Wales,25,74812.05
White Collar,25,5K,Female,Wales,25,7558.84
White Collar,26,35K,Female,Wales,26,37590.69
White Collar,26,55K,Female,Wales,26,58699.25
White Collar,26,130K,Female,Wales,26,133683.93
White Collar,26,35K,Female,Wales,26,37830.67
White Collar,27,30K,Female,Wales,27,33122.15
White Collar,27,15K,Female,Wales,27,19224.76
White Collar,28,90K,Female,Wales,28,91237.59
White Collar,28,45K,Female,Wales,28,49068.58
White Collar,28,65K,Female,Wales,28,68809.02
White Collar,28,45K,Female,Wales,28,48124.64
White Collar,28,30K,Female,Wales,28,30366.24
White Collar,28,35K,Female,Wales,28,35567.66
White Collar,28,0K,Female,Wales,28,3856.26
White Collar,29,10K,Female,Wales,29,10423.88
White Collar,29,5K,Female,Wales,29,9471.18
White Collar,29,40K,Female,Wales,29,44060.89
White Collar,29,25K,Female,Wales,29,25049.02
White Collar,29,95K,Female,Wales,29,99271.98
White Collar,29,25K,Female,Wales,29,29355.49
White Collar,29,95K,Female,Wales,29,99557.72
White Collar,29,70K,Female,Wales,29,72266.38
White Collar,30,65K,Female,Wales,30,69152.93
White Collar,30,10K,Female,Wales,30,13139.08
White Collar,30,115K,Female,Wales,30,117809.44
White Collar,31,60K,Female,Wales,31,61587.63
White Collar,31,5K,Female,Wales,31,6052.52
White Collar,32,5K,Female,Wales,32,7278.4
White Collar,32,35K,Female,Wales,32,38704.52
White Collar,32,70K,Female,Wales,32,72238.95
White Collar,32,25K,Female,Wales,32,27274.97
White Collar,32,50K,Female,Wales,32,51208.53
White Collar,33,30K,Female,Wales,33,32106.88
White Collar,33,50K,Female,Wales,33,53133.68
White Collar,33,55K,Female,Wales,33,56539.65
White Collar,33,5K,Female,Wales,33,8271.07
White Collar,33,75K,Female,Wales,33,76628.68
White Collar,33,70K,Female,Wales,33,71331.75
White Collar,33,20K,Female,Wales,33,22274.84
White Collar,34,5K,Female,Wales,34,8456.78
White Collar,34,90K,Female,Wales,34,92083.79
White Collar,34,40K,Female,Wales,34,43689.43
White Collar,34,95K,Female,Wales,34,97934.55
White Collar,34,0K,Female,Wales,34,1090.67
White Collar,34,20K,Female,Wales,34,22490.5
White Collar,34,10K,Female,Wales,34,14009.77
White Collar,34,115K,Female,Wales,34,116366.09
White Collar,34,15K,Female,Wales,34,15478.24
White Collar,34,45K,Female,Wales,34,49859.68
White Collar,35,40K,Female,Wales,35,44438.94
White Collar,35,50K,Female,Wales,35,52648.77
White Collar,35,40K,Female,Wales,35,44201.14
White Collar,35,65K,Female,Wales,35,68176.38
White Collar,35,75K,Female,Wales,35,78006.49
White Collar,35,90K,Female,Wales,35,92788.65
White Collar,35,35K,Female,Wales,35,39380.29
White Collar,35,0K,Female,Wales,35,4012.37
White Collar,35,35K,Female,Wales,35,39692.86
White Collar,36,15K,Female,Wales,36,19045.64
White Collar,36,5K,Female,Wales,36,9366.57
White Collar,36,80K,Female,Wales,36,84942.22
White Collar,36,35K,Female,Wales,36,37585.24
White Collar,36,35K,Female,Wales,36,35852.79
White Collar,36,20K,Female,Wales,36,24781.08
White Collar,36,0K,Female,Wales,36,3962.3
White Collar,36,0K,Female,Wales,36,1576.57
White Collar,37,100K,Female,Wales,37,104416.12
White Collar,37,65K,Female,Wales,37,66400.88
White Collar,37,15K,Female,Wales,37,16581.56
White Collar,37,50K,Female,Wales,37,53825.25
White Collar,37,5K,Female,Wales,37,7981.83
White Collar,37,30K,Female,Wales,37,34072.27
White Collar,37,20K,Female,Wales,37,24898.45
White Collar,37,90K,Female,Wales,37,92953.31
White Collar,38,30K,Female,Wales,38,31609.57
White Collar,38,30K,Female,Wales,38,30345.62
White Collar,38,85K,Female,Wales,38,86892.69
White Collar,38,10K,Female,Wales,38,12426.64
White Collar,38,25K,Female,Wales,38,27284.71
White Collar,38,15K,Female,Wales,38,15926.91
White Collar,38,5K,Female,Wales,38,7148.82
White Collar,38,30K,Female,Wales,38,30894.97
White Collar,38,20K,Female,Wales,38,23308.43
White Collar,38,15K,Female,Wales,38,15436.43
White Collar,38,60K,Female,Wales,38,60149.63
White Collar,38,10K,Female,Wales,38,14400.39
White Collar,39,0K,Female,Wales,39,3810.47
White Collar,39,100K,Female,Wales,39,100130.71
White Collar,39,45K,Female,Wales,39,48514.21
White Collar,39,30K,Female,Wales,39,31777.55
White Collar,40,15K,Female,Wales,40,19448.19
White Collar,40,10K,Female,Wales,40,10914.74
White Collar,40,50K,Female,Wales,40,53697.1
White Collar,40,75K,Female,Wales,40,78371.64
White Collar,40,30K,Female,Wales,40,33801.26
White Collar,40,40K,Female,Wales,40,42073.13
White Collar,40,20K,Female,Wales,40,24726.17
White Collar,40,15K,Female,Wales,40,19443.89
White Collar,41,10K,Female,Wales,41,12003.06
White Collar,41,10K,Female,Wales,41,11632.48
White Collar,41,50K,Female,Wales,41,54697.16
White Collar,41,55K,Female,Wales,41,57699.86
White Collar,42,0K,Female,Wales,42,4250.38
White Collar,42,5K,Female,Wales,42,9904.77
White Collar,42,25K,Female,Wales,42,27490.82
White Collar,42,15K,Female,Wales,42,17189.69
White Collar,42,65K,Female,Wales,42,65123.06
White Collar,43,70K,Female,Wales,43,74452.61
White Collar,43,15K,Female,Wales,43,19488.81
White Collar,43,30K,Female,Wales,43,33336.87
White Collar,43,50K,Female,Wales,43,54434.04
White Collar,43,75K,Female,Wales,43,78469.73
White Collar,44,90K,Female,Wales,44,94722.42
White Collar,44,30K,Female,Wales,44,33172.4
White Collar,44,25K,Female,Wales,44,29607.52
White Collar,44,45K,Female,Wales,44,45868.51
White Collar,44,65K,Female,Wales,44,68185.66
White Collar,45,20K,Female,Wales,45,20349.68
White Collar,46,50K,Female,Wales,46,54711.28
White Collar,46,55K,Female,Wales,46,55535.23
White Collar,46,15K,Female,Wales,46,16233.42
White Collar,46,5K,Female,Wales,46,9867.56
White Collar,47,40K,Female,Wales,47,43260.49
White Collar,47,0K,Female,Wales,47,3840.53
White Collar,47,0K,Female,Wales,47,3985.97
White Collar,48,35K,Female,Wales,48,36947.59
White Collar,55,15K,Female,Wales,55,19547.39
Blue Collar,18,40K,Male,England,18,40572.06
Blue Collar,18,0K,Male,England,18,3858.9
Blue Collar,18,60K,Male,England,18,62583.68
Blue Collar,22,35K,Male,England,22,36867.33
Blue Collar,22,20K,Male,England,22,24599.85
Blue Collar,23,5K,Male,England,23,7211.67
Blue Collar,24,5K,Male,England,24,5396.97
Blue Collar,24,120K,Male,England,24,123346.44
Blue Collar,24,15K,Male,England,24,19278.39
Blue Collar,24,20K,Male,England,24,21601.11
Blue Collar,25,0K,Male,England,25,2046.02
Blue Collar,25,20K,Male,England,25,24366.36
Blue Collar,26,15K,Male,England,26,16466.56
Blue Collar,26,5K,Male,England,26,9438.06
